"registration_date,""stolen_date"",""brand"",""model"",""province"""
"2008-09-30,""2022-09-24"",""DERBI"",""ATLANTIS 100 4T"",""J"""
"2020-11-25,""2022-09-24"",""SYM"",""JET 14 125"",""B"""
"2016-04-13,""2022-09-24"",""HONDA"",""WW125EX"",""GR"""
"2021-08-30,""2022-09-24"",""HONDA"",""SH125AD"",""B"""
"2007-01-08,""2022-09-24"",""KYMCO"",""BET-WIN 125"",""V"""
"2021-10-18,""2022-09-25"",""HONDA"",""CRF1100A4"",""GU"""
"2021-09-29,""2022-09-25"",""PIAGGIO"",""LIBERTY 125 ABS"",""IB"""
"2021-05-28,""2022-09-25"",""TRIUMPH"",""SPEED TRIPLE RS"",""GC"""
"2004-06-11,""2022-09-25"",""HONDA"",""SH125"",""B"""
"2018-10-15,""2022-09-25"",""SYM"",""SYMPHONY"",""B"""
"2017-09-18,""2022-09-25"",""SYM"",""JET 14"",""B"""
"2010-05-21,""2022-09-25"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2019-05-22,""2022-09-26"",""BENELLI"",""TRK502  TRK 502 X"",""M"""
"2019-12-11,""2022-09-26"",""YAMAHA"",""HW125"",""B"""
"1990-09-20,""2022-09-26"",""VESPA"",""COSA 125"",""SE"""
"2006-11-17,""2022-09-26"",""YAMAHA"",""NXC125"",""GR"""
"2012-08-07,""2022-09-26"",""PIAGGIO"",""LIBERTY 125"",""GC"""
"2007-07-06,""2022-09-26"",""HONDA"",""SH125"",""MA"""
"2009-10-30,""2022-09-26"",""HONDA"",""SH125D"",""SE"""
"2010-09-21,""2022-09-26"",""PEUGEOT"",""TWEET 125"",""B"""
"2013-11-06,""2022-09-26"",""BMW"",""C 650 GT"",""M"""
"1998-09-01,""2022-09-26"",""HONDA"",""SH100"",""GI"""
"2001-02-15,""2022-09-26"",""PIAGGIO"",""VESPA 200"",""SE"""
"1998-10-23,""2022-09-26"",""SUZUKI"",""AN125X OWP"",""B"""
"2006-05-03,""2022-09-26"",""YAMAHA"",""YP125R"",""V"""
"2020-11-06,""2022-09-26"",""UM"",""DSR EX 125  ZXE 125"",""A"""
"2007-07-18,""2022-09-26"",""HONDA"",""CBR600RR"",""M"""
"2007-08-28,""2022-09-26"",""HONDA"",""SH125"",""MA"""
"2014-04-22,""2022-09-27"",""SYM"",""SYMPHONY 125 S"",""IB"""
"2008-09-17,""2022-09-27"",""HONDA"",""SH300"",""B"""
"2020-12-15,""2022-09-27"",""KYMCO"",""XCITING S 400"",""CA"""
"2015-05-19,""2022-09-27"",""HONDA"",""NSS125AD"",""IB"""
"2005-11-04,""2022-09-27"",""HYOSUNG"",""COMET 650R"",""B"""
"2006-01-04,""2022-09-27"",""HONDA"",""SH125"",""B"""
"2013-11-05,""2022-09-27"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2011-03-14,""2022-09-27"",""YAMAHA"",""YP250R"",""M"""
"2018-05-15,""2022-09-27"",""HONDA"",""NSS125AD"",""B"""
"2005-12-22,""2022-09-27"",""KEEWAY"",""SUPERLIGHT 125"",""CA"""
"2018-10-11,""2022-09-27"",""KAWASAKI"",""Z650"",""M"""
"2017-03-01,""2022-09-27"",""KTM"",""KTM 1090 ADVENTURE"",""B"""
"2014-06-13,""2022-09-27"",""YAMAHA"",""CIGNUS (XC125)"",""A"""
"2003-12-01,""2022-09-27"",""DERBI"",""SENDA SM 125 CC 4T"",""B"""
"2021-11-17,""2022-09-27"",""KTM"",""KTM 350 EXC-F"",""SE"""
"2005-02-16,""2022-09-27"",""HONDA"",""CBF500"",""B"""
"2019-11-12,""2022-09-27"",""KYMCO"",""MILER 125"",""MA"""
"1994-06-15,""2022-09-27"",""VESPA"",""----------"",""B"""
"2007-04-19,""2022-09-27"",""YAMAHA"",""CIGNUSÑX"",""GR"""
"2006-09-27,""2022-09-27"",""SIN MARCA"",""JAXIN"",""GI"""
"2022-02-17,""2022-09-27"",""HONDA"",""SH125AD"",""B"""
"2009-11-24,""2022-09-27"",""SYM"",""GTS 300I EVO"",""B"""
"2015-05-07,""2022-09-27"",""YAMAHA"",""XP500"",""M"""
"2018-09-14,""2022-09-28"",""SYM"",""JET 14 125 LC"",""B"""
"2015-01-07,""2022-09-28"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2019-02-04,""2022-09-28"",""KYMCO"",""XCITING 400I"",""CS"""
"2022-03-17,""2022-09-28"",""HONDA"",""ADV350A"",""IB"""
"2013-07-12,""2022-09-28"",""KTM"",""KTM 125 DUKE (115)"",""M"""
"2018-04-03,""2022-09-28"",""KYMCO"",""GRAND DINK 300"",""M"""
"2022-03-15,""2022-09-28"",""KAWASAKI"",""Z900"",""M"""
"2019-04-03,""2022-09-28"",""SYM"",""SYMPHONY ST"",""B"""
"2018-10-22,""2022-09-28"",""YAMAHA"",""LTS125-C"",""TF"""
"2005-10-26,""2022-09-28"",""YAMAHA"",""XT125"",""MA"""
"2020-02-19,""2022-09-28"",""YAMAHA"",""LTS125-C"",""IB"""
"2020-02-19,""2022-09-28"",""KAWASAKI"",""NINJA 650"",""TO"""
"2022-01-14,""2022-09-28"",""KYMCO"",""AGILITY CITY 125"",""SE"""
"2019-03-13,""2022-09-28"",""HONDA"",""NSC110MPD"",""B"""
"2016-12-30,""2022-09-28"",""DAELIM"",""YC125 O AROMA 125"",""IB"""
"2017-12-18,""2022-09-28"",""SUZUKI"",""UH125"",""M"""
"2019-05-28,""2022-09-28"",""SYM"",""SYMPHONY 125 SR"",""IB"""
"2020-09-23,""2022-09-28"",""KYMCO"",""PEOPLE S 125"",""B"""
"1989-03-20,""2022-09-28"",""BMW"",""K 75"",""B"""
"2001-10-26,""2022-09-28"",""HONDA"",""SH125"",""IB"""
"2016-10-20,""2022-09-28"",""HONDA"",""SH125D"",""GI"""
"2017-11-03,""2022-09-28"",""KYMCO"",""MILER 125"",""B"""
"2008-09-19,""2022-09-29"",""JONWAY"",""125"",""IB"""
"2021-08-06,""2022-09-29"",""YAMAHA"",""LTS125-C"",""GI"""
"2005-01-10,""2022-09-29"",""PIAGGIO"",""FLY"",""M"""
"2018-02-15,""2022-09-29"",""YAMAHA"",""MTN850D (MT-09SP)"",""B"""
"2006-12-13,""2022-09-29"",""HONDA"",""SH150"",""B"""
"2016-09-07,""2022-09-29"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2019-10-01,""2022-09-29"",""KYMCO"",""SUPER DINK 125"",""M"""
"2017-07-25,""2022-09-29"",""KYMCO"",""MILER 125"",""A"""
"2004-11-19,""2022-09-29"",""HONDA"",""SES125"",""B"""
"2006-01-23,""2022-09-29"",""HONDA"",""SH125"",""B"""
"2008-09-11,""2022-09-29"",""SYM"",""VS 125"",""BI"""
"2021-09-27,""2022-09-29"",""HONDA"",""SH125AD"",""B"""
"1981-10-15,""2022-09-29"",""VESPA"",""NK 125"",""L"""
"2005-11-22,""2022-09-29"",""KTM"",""450 EXC"",""M"""
"2008-02-07,""2022-09-29"",""HONDA"",""SCV100"",""A"""
"2001-06-22,""2022-09-29"",""KYMCO"",""GRAND DINK 250"",""SE"""
"2021-03-16,""2022-09-30"",""SYM"",""SYMPHONY 125 SR"",""B"""
"1981-07-07,""2022-09-30"",""VESPA"",""200"",""B"""
"2017-05-10,""2022-09-30"",""KYMCO"",""AGILITY CITY 125"",""PO"""
"2008-08-13,""2022-09-30"",""HONDA"",""PES125"",""IB"""
"2012-06-20,""2022-09-30"",""HONDA"",""SH125"",""B"""
"2016-07-01,""2022-09-30"",""KYMCO"",""SUPER DINK 125I"",""MU"""
"2007-07-23,""2022-09-30"",""KYMCO"",""QUANNON 125"",""B"""
"2017-03-21,""2022-09-30"",""HONDA"",""SH300A"",""B"""
"2018-10-09,""2022-09-30"",""HONDA"",""ADV750"",""CA"""
"2016-09-29,""2022-09-30"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2006-10-10,""2022-09-30"",""HONDA"",""SH150"",""B"""
"2022-09-12,""2022-09-30"",""KYMCO"",""X-TOWN CT 125"",""B"""
"2016-04-27,""2022-09-30"",""PEUGEOT"",""TWEET"",""IB"""
"2021-03-04,""2022-09-30"",""HONDA"",""SH125AD"",""B"""
"2022-03-31,""2022-09-30"",""KYMCO"",""AGILITY CITY 125"",""GI"""
"2017-07-27,""2022-09-30"",""YAMAHA"",""XP530-A  (TMAX SX)"",""B"""
"2022-09-09,""2022-09-30"",""PEUGEOT"",""TWEET"",""M"""
"2006-06-28,""2022-10-01"",""HONDA"",""SH125"",""B"""
"2016-11-11,""2022-10-01"",""KYMCO"",""GRAND DINK 125"",""M"""
"2006-10-18,""2022-10-01"",""HONDA"",""PES 125"",""SE"""
"2014-07-16,""2022-10-01"",""SYM"",""SYMPHONY 125 SR"",""IB"""
"2010-04-26,""2022-10-01"",""KTM"",""KTM 690 ENDURO"",""SE"""
"2019-05-23,""2022-10-01"",""YAMAHA"",""GPD125-A (NMAX)"",""TO"""
"2013-09-25,""2022-10-01"",""YAMAHA"",""XP500A"",""MU"""
"2020-06-05,""2022-10-01"",""KAWASAKI"",""Z1000"",""M"""
"2018-06-01,""2022-10-01"",""SYM"",""SYMPHONY"",""B"""
"2011-11-07,""2022-10-01"",""YAMAHA"",""YZF-R125"",""B"""
"2018-07-27,""2022-10-01"",""UM"",""RENEGADE SCRAMBLER CLA"",""MA"""
"2007-05-09,""2022-10-01"",""HYOSUNG"",""GT 125 COMET"",""GC"""
"2022-04-25,""2022-10-01"",""HONDA"",""SH125AD"",""B"""
"2020-12-15,""2022-10-02"",""SYM"",""SYMPHONY 125 SR"",""IB"""
"2017-12-05,""2022-10-02"",""SYM"",""SYMPHONY"",""B"""
"2017-05-11,""2022-10-02"",""HONDA"",""CRF1000A"",""M"""
"2008-12-03,""2022-10-02"",""HONDA"",""SH125"",""B"""
"2012-12-11,""2022-10-02"",""HONDA"",""WW125"",""CO"""
"2007-06-07,""2022-10-02"",""HONDA"",""SH125"",""GC"""
"2022-09-26,""2022-10-02"",""SYM"",""SYMPHONY 125 SR E5"",""M"""
"2012-05-30,""2022-10-02"",""YAMAHA"",""XP500"",""B"""
"2018-06-05,""2022-10-02"",""KYMCO"",""SUPER DINK 125"",""M"""
"2017-11-09,""2022-10-02"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2019-05-06,""2022-10-02"",""KYMCO"",""GRAND DINK 300"",""M"""
"2007-10-16,""2022-10-02"",""KTM"",""KTM 250 EXC"",""B"""
"2021-02-16,""2022-10-03"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2010-05-25,""2022-10-03"",""DAELIM"",""BESBI"",""CR"""
"2009-06-08,""2022-10-03"",""YAMAHA"",""CIGNUS-X"",""IB"""
"2016-09-05,""2022-10-03"",""HONDA"",""WW125EX2"",""CA"""
"2005-10-03,""2022-10-03"",""HONDA"",""SH125"",""B"""
"2018-04-25,""2022-10-03"",""HONDA"",""SH125AD"",""B"""
"2006-04-27,""2022-10-03"",""PIAGGIO"",""X8 250 I E"",""B"""
"2008-06-06,""2022-10-03"",""YAMAHA"",""XP500A"",""B"""
"2009-05-11,""2022-10-03"",""KYMCO"",""AGILITY CITY 12"",""M"""
"2017-08-21,""2022-10-03"",""HONDA"",""WW125EX2"",""CA"""
"2015-10-06,""2022-10-03"",""SYM"",""JOYMAX 125"",""T"""
"2020-12-15,""2022-10-03"",""KTM"",""KTM 300 EXC TPI"",""B"""
"2022-04-29,""2022-10-03"",""YAMAHA"",""YZF125-A"",""A"""
"2020-06-01,""2022-10-03"",""YAMAHA"",""GPD125-A (NMAX)"",""M"""
"2012-05-10,""2022-10-03"",""YAMAHA"",""XP500"",""B"""
"2014-05-08,""2022-10-03"",""YAMAHA"",""HW125"",""GI"""
"2012-02-20,""2022-10-03"",""SYM"",""SYMPHONY 125 SR"",""B"""
"1992-05-18,""2022-10-03"",""KAWASAKI"",""ZZR 600"",""M"""
"2008-10-07,""2022-10-03"",""SKYGO"",""HL125TÑ16A LF125TÑ16"",""M"""
"2011-06-30,""2022-10-03"",""KYMCO"",""SUPER DINK 125"",""M"""
"2022-07-26,""2022-10-03"",""SYM"",""SYMPHONY 125 SR E5"",""B"""
"2008-03-18,""2022-10-03"",""YAMAHA"",""FZ6 N"",""M"""
"2020-07-02,""2022-10-03"",""SYM"",""JET 14 125"",""B"""
"2021-04-30,""2022-10-03"",""HONDA"",""SH125AD"",""B"""
"2016-07-11,""2022-10-03"",""RIDE"",""ZENTO 125"",""M"""
"2016-11-17,""2022-10-03"",""KEEWAY"",""OUTLOOK  DIERRE LOGIK"",""GR"""
"2007-11-06,""2022-10-03"",""YAMAHA"",""YP125R"",""M"""
"2004-01-29,""2022-10-03"",""SUZUKI"",""DR Z400E"",""GR"""
"2012-11-27,""2022-10-03"",""YAMAHA"",""XP500"",""B"""
"2009-05-15,""2022-10-04"",""YAMAHA"",""YP125E"",""A"""
"2018-09-25,""2022-10-04"",""YAMAHA"",""MTN850D (MT-09SP)"",""B"""
"2022-05-26,""2022-10-04"",""HONDA"",""SH125AD"",""B"""
"2015-01-19,""2022-10-04"",""KYMCO"",""SUPER DINK 125"",""M"""
"2006-05-02,""2022-10-04"",""YAMAHA"",""NXC125"",""GR"""
"2019-03-29,""2022-10-04"",""SYM"",""JET 14 125 LC"",""M"""
"2016-04-27,""2022-10-04"",""KEEWAY"",""RKS"",""M"""
"2015-09-08,""2022-10-04"",""SUZUKI"",""UH125"",""B"""
"2017-04-26,""2022-10-04"",""SYM"",""JET 14 125"",""Z"""
"2013-12-20,""2022-10-04"",""PIAGGIO"",""BERVERLY 125 I.E."",""GC"""
"2012-06-05,""2022-10-04"",""SYM"",""SYMPHONY 125 S"",""IB"""
"2015-09-11,""2022-10-04"",""DAELIM"",""SQ125"",""Z"""
"2022-07-06,""2022-10-04"",""HONDA"",""SH125AD"",""B"""
"1997-11-06,""2022-10-04"",""APRILIA"",""CLASSIC 75"",""MU"""
"2006-09-08,""2022-10-04"",""HONDA"",""SH125"",""B"""
"2014-12-19,""2022-10-04"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2003-12-02,""2022-10-04"",""HONDA"",""SH125"",""B"""
"2022-09-12,""2022-10-04"",""SYM"",""SYMPHONY 125 SR E5"",""M"""
"2012-09-03,""2022-10-04"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2006-07-14,""2022-10-04"",""HONDA"",""SH125"",""B"""
"2009-06-18,""2022-10-04"",""HONDA"",""SH125"",""MA"""
"2015-02-20,""2022-10-04"",""SYM"",""SYMPHONY 125 S"",""B"""
"2022-01-21,""2022-10-04"",""KTM"",""KTM 300 EXC TPI"",""MU"""
"2016-08-10,""2022-10-04"",""HONDA"",""SH125D"",""MA"""
"2022-09-20,""2022-10-05"",""KAWASAKI"",""Z900"",""B"""
"2011-06-17,""2022-10-05"",""KAWASAKI"",""Z750"",""Z"""
"2007-10-01,""2022-10-05"",""YAMAHA"",""CIGNUS X"",""BI"""
"2010-06-15,""2022-10-05"",""SUZUKI"",""DL650A"",""M"""
"2003-10-15,""2022-10-05"",""PIAGGIO"",""SKIPPER 125 4T"",""GC"""
"2007-08-02,""2022-10-05"",""HONDA"",""FES125"",""MU"""
"2013-05-13,""2022-10-05"",""KYMCO"",""SUPER DINK 125"",""SS"""
"2011-05-04,""2022-10-05"",""KYMCO"",""SUPER DINK 300I"",""SE"""
"2006-11-08,""2022-10-05"",""HONDA"",""JF14"",""B"""
"2018-06-29,""2022-10-05"",""PIAGGIO"",""MEDLEY"",""B"""
"2015-03-10,""2022-10-05"",""SYM"",""SYMPHONY 125 SR"",""IB"""
"2020-10-16,""2022-10-05"",""SYM"",""SYMPHONY 125 SR"",""SE"""
"2020-08-31,""2022-10-05"",""SYM"",""CRUISYM 125I ABS"",""IB"""
"2020-12-30,""2022-10-05"",""KAWASAKI"",""Z900"",""B"""
"2013-02-11,""2022-10-05"",""PIAGGIO"",""FLY 125"",""IB"""
"2008-04-29,""2022-10-05"",""HONDA"",""SH150"",""B"""
"2016-06-02,""2022-10-05"",""KYMCO"",""AGILITY CITY 125"",""CA"""
"2014-11-07,""2022-10-05"",""SUZUKI"",""UH125"",""M"""
"2012-01-30,""2022-10-05"",""HONDA"",""SH125"",""MA"""
"2004-10-15,""2022-10-05"",""HONDA"",""SCV 100"",""SE"""
"2007-02-22,""2022-10-05"",""HONDA"",""CBR600RR"",""SS"""
"1990-04-04,""2022-10-05"",""BMW"",""K100RS"",""M"""
"2017-08-29,""2022-10-05"",""YAMAHA"",""YS125-5C (YS125)"",""SE"""
"2009-05-25,""2022-10-06"",""HONDA"",""SH125"",""B"""
"2019-07-18,""2022-10-06"",""KAWASAKI"",""VULCAN S"",""V"""
"2005-09-16,""2022-10-06"",""HONDA"",""CG125S"",""GC"""
"2010-01-27,""2022-10-06"",""BMW"",""S1000RR"",""SO"""
"2022-02-08,""2022-10-06"",""HONDA"",""CB650RA"",""M"""
"2015-03-30,""2022-10-06"",""PIAGGIO"",""FLY 125 EV"",""M"""
"2002-04-11,""2022-10-06"",""SUZUKI"",""SV650S"",""V"""
"2022-08-04,""2022-10-06"",""SYM"",""JET 14 125 LC E5"",""B"""
"2006-06-16,""2022-10-06"",""HONDA"",""SH125"",""B"""
"2012-09-06,""2022-10-06"",""SUZUKI"",""UH125G"",""SE"""
"2017-06-13,""2022-10-06"",""PEUGEOT"",""TWEET"",""IB"""
"2019-10-24,""2022-10-06"",""PIAGGIO"",""BEVERLY"",""GC"""
"2017-06-01,""2022-10-06"",""SYM"",""SYMPHONY"",""B"""
"2006-03-09,""2022-10-06"",""PIAGGIO"",""BEVERLY 250"",""V"""
"2006-03-17,""2022-10-06"",""HONDA"",""SH 125"",""B"""
"2007-02-22,""2022-10-06"",""KTM"",""125 EXC"",""CS"""
"2005-02-02,""2022-10-06"",""HONDA"",""SES 125"",""B"""
"2018-03-19,""2022-10-06"",""YAMAHA"",""GPD125-A (NMAX)"",""CA"""
"2008-09-08,""2022-10-06"",""HONDA"",""SH125"",""B"""
"2020-12-28,""2022-10-06"",""HONDA"",""SH125AD"",""SS"""
"1989-05-04,""2022-10-06"",""VESPA"",""VESPA TX 200"",""V"""
"2014-11-19,""2022-10-06"",""HONDA"",""NSC110MPD"",""B"""
"2009-03-26,""2022-10-06"",""KYMCO"",""GRAND DINK 125"",""B"""
"1988-07-21,""2022-10-06"",""VESPA"",""PK 125 XL"",""B"""
"2017-05-08,""2022-10-06"",""YAMAHA"",""XP530-A  (TMAX SX)"",""B"""
"2010-08-05,""2022-10-06"",""HONDA"",""WW125EX2"",""B"""
"2011-01-26,""2022-10-06"",""YAMAHA"",""YP125R"",""M"""
"2022-01-11,""2022-10-06"",""HONDA"",""NSS125AD"",""B"""
"2011-08-23,""2022-10-06"",""KYMCO"",""SUPER DINK 300"",""M"""
"2020-01-28,""2022-10-06"",""SYM"",""SYMPHONY 125 SR"",""B"""
"2015-10-02,""2022-10-06"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2020-12-30,""2022-10-06"",""KTM"",""KTM 250 EXC-F"",""CA"""
"2019-06-20,""2022-10-07"",""PEUGEOT"",""BELVILLE"",""IB"""
"2009-03-26,""2022-10-07"",""DAELIM"",""BESBI"",""B"""
"2018-09-12,""2022-10-07"",""KTM"",""KTM 300 EXC TPI"",""TO"""
"2017-09-21,""2022-10-07"",""HONDA"",""SH125"",""MA"""
"2008-02-29,""2022-10-07"",""SUZUKI"",""GSX R 1000"",""CU"""
"2002-07-02,""2022-10-07"",""SUZUKI"",""DR 125 SE X NEGRO"",""L"""
"2019-02-27,""2022-10-07"",""KTM"",""KTM 300 EXC TPI"",""CO"""
"2016-02-03,""2022-10-07"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2004-01-16,""2022-10-07"",""GAS GAS"",""ENDUCROSS"",""S"""
"2013-07-30,""2022-10-07"",""KYMCO"",""K-XCT 300"",""PO"""
"2022-03-16,""2022-10-07"",""HONDA"",""CBR1000ST"",""PO"""
"2019-09-09,""2022-10-07"",""YAMAHA"",""MT-125"",""SE"""
"2002-02-28,""2022-10-07"",""SUZUKI"",""AN125"",""B"""
"2016-11-16,""2022-10-07"",""YAMAHA"",""YP125RA"",""GC"""
"2015-04-21,""2022-10-07"",""KYMCO"",""XCITING 400 ABS"",""V"""
"2022-07-08,""2022-10-07"",""SYM"",""SYMPHONY 125 SR E5"",""B"""
"2019-05-02,""2022-10-07"",""YAMAHA"",""MTN850-A (MT-09 ABS)"",""B"""
"2007-08-02,""2022-10-07"",""SUZUKI"",""UH125"",""V"""
"2008-01-30,""2022-10-07"",""TRIUMPH"",""STREET TRIPLE"",""B"""
"2021-10-01,""2022-10-07"",""SYM"",""JET 14 125 LC E5"",""B"""
"2018-05-31,""2022-10-07"",""KTM"",""KTM RC 390"",""B"""
"2016-02-24,""2022-10-08"",""HUSQVARNA"",""HUSQVARNA FE 350"",""BI"""
"2018-07-03,""2022-10-08"",""YAMAHA"",""GPD125-A (NMAX)"",""M"""
"2021-11-12,""2022-10-08"",""KTM"",""KTM 125 DUKE"",""B"""
"1998-12-29,""2022-10-08"",""HONDA"",""SH100"",""B"""
"2008-05-09,""2022-10-08"",""YAMAHA"",""XT660X"",""SS"""
"2011-07-05,""2022-10-08"",""DAELIM"",""BESBI"",""V"""
"2005-03-31,""2022-10-08"",""HONDA"",""SH125"",""B"""
"2002-12-20,""2022-10-08"",""GAS GAS"",""ENDUCROSS FSE"",""B"""
"2010-06-22,""2022-10-08"",""HONDA"",""WW125EX2"",""B"""
"2006-11-09,""2022-10-08"",""HONDA"",""SES125"",""SS"""
"2017-10-03,""2022-10-08"",""KYMCO"",""AGILITY CITY 125"",""M"""
"1999-08-31,""2022-10-08"",""HONDA"",""PANTHEON 150"",""B"""
"2012-06-08,""2022-10-08"",""SYM"",""SYMPHONY 125 S"",""IB"""
"2021-09-09,""2022-10-08"",""HONDA"",""SH125AD"",""B"""
"2014-09-12,""2022-10-09"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2015-08-24,""2022-10-09"",""KYMCO"",""SUPER DINK 125"",""M"""
"1985-10-31,""2022-10-09"",""YAMAHA"",""SR 250"",""A"""
"2008-05-20,""2022-10-09"",""SUZUKI"",""VL250"",""M"""
"2018-02-21,""2022-10-09"",""SYM"",""JET 14"",""B"""
"2017-02-28,""2022-10-09"",""KEEWAY"",""SUPERLIGHT"",""L"""
"1991-03-27,""2022-10-09"",""YAMAHA"",""2YL XV535"",""IB"""
"2011-08-12,""2022-10-09"",""KYMCO"",""GRAND DINK 125"",""CS"""
"2018-05-24,""2022-10-09"",""KYMCO"",""LIKE 125"",""B"""
"2015-04-28,""2022-10-09"",""KYMCO"",""AGILITY CITY 125"",""MA"""
"2010-07-19,""2022-10-09"",""SUZUKI"",""UH125"",""GR"""
"2006-02-09,""2022-10-09"",""YAMAHA"",""XP500"",""S"""
"1991-07-02,""2022-10-09"",""YAMAHA"",""SR 250"",""SE"""
"2007-10-17,""2022-10-10"",""HONDA"",""SH125"",""B"""
"2011-08-23,""2022-10-10"",""HONDA"",""NSC110WH"",""IB"""
"2013-08-02,""2022-10-10"",""KAWASAKI"",""Z800"",""BI"""
"2009-04-01,""2022-10-10"",""YAMAHA"",""YP125E"",""CA"""
"2019-03-27,""2022-10-10"",""SYM"",""JET 14 125 LC"",""B"""
"2014-07-03,""2022-10-10"",""PIAGGIO"",""X EVO 125"",""M"""
"2017-09-13,""2022-10-10"",""HONDA"",""SH125AD"",""B"""
"2007-08-28,""2022-10-10"",""YAMAHA"",""CIGNUS-X"",""CA"""
"1996-11-28,""2022-10-10"",""KAWASAKI"",""ZEPHYR"",""V"""
"2007-01-24,""2022-10-10"",""PIAGGIO"",""X9 125 EVOLUT"",""SG"""
"2017-07-20,""2022-10-10"",""HONDA"",""SH125AD"",""B"""
"1988-03-28,""2022-10-10"",""SUZUKI"",""TS 125X"",""SE"""
"2017-11-23,""2022-10-10"",""YAMAHA"",""CZD300-A (X-MAX300)"",""B"""
"2006-03-27,""2022-10-10"",""KYMCO"",""MOVIE 125 XL"",""CA"""
"2020-09-11,""2022-10-10"",""YAMAHA"",""GPD125-A (NMAX)"",""CA"""
"2007-10-18,""2022-10-11"",""SUZUKI"",""UH125"",""M"""
"2020-01-31,""2022-10-11"",""HONDA"",""CBR650RA"",""M"""
"2006-09-06,""2022-10-11"",""HONDA"",""SH125"",""B"""
"2020-08-27,""2022-10-11"",""YAMAHA"",""GPD125-A (NMAX)"",""B"""
"2015-05-15,""2022-10-11"",""YAMAHA"",""YBR125"",""GC"""
"2001-07-02,""2022-10-11"",""HONDA"",""SH150"",""B"""
"2005-05-27,""2022-10-11"",""HONDA"",""SH 125"",""B"""
"2011-04-13,""2022-10-11"",""HONDA"",""SH125"",""B"""
"2021-11-23,""2022-10-11"",""PIAGGIO"",""LIBERTY 125 ABS"",""CA"""
"2021-10-19,""2022-10-11"",""PEUGEOT"",""TWEET"",""IB"""
"2014-12-26,""2022-10-11"",""YAMAHA"",""MT-07"",""GC"""
"2010-07-15,""2022-10-11"",""HONDA"",""SH300"",""SS"""
"2020-10-29,""2022-10-11"",""SYM"",""SYMPHONY 125 ST LC"",""B"""
"2006-09-14,""2022-10-11"",""YAMAHA"",""YBR125"",""M"""
"2019-11-15,""2022-10-11"",""SYM"",""SYMPHONY 125 SR"",""B"""
"2018-05-31,""2022-10-11"",""HONDA"",""CB500FA"",""A"""
"2022-10-05,""2022-10-11"",""YAMAHA"",""XTZ690"",""B"""
"2018-01-30,""2022-10-11"",""HONDA"",""WW125EX2"",""IB"""
"2005-09-30,""2022-10-11"",""HONDA"",""SH125"",""IB"""
"2011-09-20,""2022-10-11"",""SUZUKI"",""UH125G"",""A"""
"2020-12-02,""2022-10-11"",""YAMAHA"",""GPD125-A (NMAX)"",""B"""
"1983-05-05,""2022-10-11"",""VESPA"",""200 CC"",""M"""
"2020-02-13,""2022-10-11"",""KAWASAKI"",""Z900"",""CR"""
"2005-05-26,""2022-10-11"",""KTM"",""400 EXC"",""B"""
"1986-09-18,""2022-10-11"",""SUZUKI"",""DR 600 S"",""TO"""
"2012-07-16,""2022-10-12"",""KAWASAKI"",""Z1000 ABS"",""A"""
"2018-07-12,""2022-10-12"",""KYMCO"",""XCITING 400I"",""M"""
"2007-05-23,""2022-10-12"",""HONDA"",""SH125"",""B"""
"2021-08-06,""2022-10-12"",""SYM"",""CRUISYM 300 E5"",""M"""
"2021-12-16,""2022-10-12"",""KTM"",""KTM 390 DUKE"",""B"""
"2006-11-20,""2022-10-12"",""HONDA"",""ANF125"",""B"""
"2020-08-21,""2022-10-12"",""YAMAHA"",""YP125RA SP (X-MAX TECH"",""M"""
"2021-12-09,""2022-10-12"",""PIAGGIO"",""MEDLEY"",""MA"""
"2011-07-12,""2022-10-12"",""YAMAHA"",""YP125R"",""CE"""
"2021-09-27,""2022-10-12"",""KTM"",""KTM 390 DUKE"",""B"""
"2012-02-21,""2022-10-12"",""YAMAHA"",""HW125 XENTER 125"",""B"""
"2017-10-31,""2022-10-12"",""HONDA"",""SH125D"",""B"""
"2008-07-21,""2022-10-12"",""HONDA"",""PES125"",""CA"""
"2022-07-14,""2022-10-12"",""YAMAHA"",""MTT890D"",""B"""
"2008-09-12,""2022-10-12"",""HONDA"",""PES125"",""B"""
"2006-04-21,""2022-10-12"",""HONDA"",""SH150"",""B"""
"2007-01-04,""2022-10-13"",""SUZUKI"",""AN650A"",""B"""
"2019-04-30,""2022-10-13"",""HONDA"",""WW125A"",""SE"""
"2016-09-05,""2022-10-13"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2011-05-04,""2022-10-13"",""DAELIM"",""SQ125"",""IB"""
"2012-04-23,""2022-10-13"",""HONDA"",""NSC110WH"",""IB"""
